"species","n_val_bi","estimate","std.error","p.value","conf.low","conf.high","sig_05","sig_01","effect_direction","prob_at_low_BI","prob_at_high_BI","prob_diff","pct_change","keep_interaction","recommendation"
"VEER",181,-0.628556514462509,1.34399057274714,0.640013975955706,-3.13968009286302,2.15840253382278,FALSE,FALSE,"BI dampens confidence effect",0.963627358944712,0.963627358944712,0,0,FALSE,"Use non-BI model (interaction not justified)"
"VEER",181,-0.628556514462509,1.34399057274714,0.640013975955706,-3.13968009286302,2.15840253382278,FALSE,FALSE,"BI dampens confidence effect",0.80562472942278,0.80562472942278,0,0,FALSE,"Use non-BI model (interaction not justified)"
"COYE",166,0.702108626799205,1.11115369319314,0.527469509239228,-1.37003676654666,2.97511027646362,FALSE,FALSE,"BI amplifies confidence effect",0.821285540582187,0.821285540582187,0,0,FALSE,"Use non-BI model (interaction not justified)"
"COYE",166,0.702108626799205,1.11115369319314,0.527469509239228,-1.37003676654666,2.97511027646362,FALSE,FALSE,"BI amplifies confidence effect",0.769588548702202,0.769588548702202,0,0,FALSE,"Use non-BI model (interaction not justified)"
"MAWA",181,0.859561582111306,0.861475511715491,0.318386869000671,-0.828498434588718,2.57284701917127,FALSE,FALSE,"BI amplifies confidence effect",0.48354604459618,0.48354604459618,0,0,FALSE,"Use non-BI model (interaction not justified)"
"MAWA",181,0.859561582111306,0.861475511715491,0.318386869000671,-0.828498434588718,2.57284701917127,FALSE,FALSE,"BI amplifies confidence effect",0.386568785685322,0.386568785685322,0,0,FALSE,"Use non-BI model (interaction not justified)"
